,num,product_page,product_description
8868,8868,https://ap0cene.com/collections/maelis-bekkouche/products/actiniaria-comb,"
Maëlis Bekkouche creates unique handmade pieces that she lovingly calls creatures. Inspired by the ocean that is her home, fluidity, moving substances, the creatures are made mostly of recycled sterling silver, and sometimes brass or bronze. As a nomad, she creates wherever she is in the world, as long as she carries her tools, she can settle ephemeral ateliers where the magic happens.Material: Brass.
Dispatch time: ﻿Within 3-4 days of order placement.
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
@maelisbekkouche
"
8872,8872,https://ap0cene.com/collections/maelis-bekkouche/products/liquid-earrings,"
Maëlis Bekkouche creates unique handmade pieces that she lovingly calls creatures. Inspired by the ocean that is her home, fluidity, moving substances, the creatures are made mostly of recycled sterling silver, and sometimes brass or bronze. As a nomad, she creates wherever she is in the world, as long as she carries her tools, she can settle ephemeral ateliers where the magic happens.Material: Recycled Sterling Silver.
Dispatch time: Within 3-4 days of order placement.
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
@maelisbekkouche
"
8881,8881,https://ap0cene.com/collections/maelis-bekkouche/products/portal-ring-iii,"

Maëlis Bekkouche creates unique handmade pieces that she lovingly calls creatures. Inspired by the ocean that is her home, fluidity, moving substances, the creatures are made mostly of recycled sterling silver, and sometimes brass or bronze. As a nomad, she creates wherever she is in the world, as long as she carries her tools, she can settle ephemeral ateliers where the magic happens.Material: Recycled Sterling Silver.
Size: 8.5 US.
Dispatch time: Within 3-4 days of order placement.
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
@maelisbekkouche
"
8890,8890,https://ap0cene.com/collections/maelis-bekkouche/products/portal-ring-ii,"

Maëlis Bekkouche creates unique handmade pieces that she lovingly calls creatures. Inspired by the ocean that is her home, fluidity, moving substances, the creatures are made mostly of recycled sterling silver, and sometimes brass or bronze. As a nomad, she creates wherever she is in the world, as long as she carries her tools, she can settle ephemeral ateliers where the magic happens.Material: Recycled Sterling Silver.Size: 8 US.
Dispatch time: Within 3-4 days of order placement.
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
@maelisbekkouche
"
8899,8899,https://ap0cene.com/collections/maelis-bekkouche/products/algae-ring,"
Maëlis Bekkouche creates unique handmade pieces that she lovingly calls creatures. Inspired by the ocean that is her home, fluidity, moving substances, the creatures are made mostly of recycled sterling silver, and sometimes brass or bronze. As a nomad, she creates wherever she is in the world, as long as she carries her tools, she can settle ephemeral ateliers where the magic happens.Material: Recycled Sterling Silver.
Size: 7 US.
Dispatch time: Within 3-4 days of order placement.
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
@maelisbekkouche
"
8908,8908,https://ap0cene.com/collections/maelis-bekkouche/products/amulet-ring,"
            Maëlis Bekkouche creates unique handmade pieces that she lovingly calls creatures. Inspired by the ocean that is her home, fluidity, moving substances, the creatures are made mostly of recycled sterling silver, and sometimes brass or bronze. As a nomad, she creates wherever she is in the world, as long as she carries her tools, she can settle ephemeral ateliers where the magic happens.Material: Recycled Sterling Silver.
Measurements: Adjustable.Dispatch time: Within 3-4 days of order placement.
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
@maelisbekkouche

"
8917,8917,https://ap0cene.com/collections/maelis-bekkouche/products/liquid-portal-rings,"
Maëlis Bekkouche creates unique handmade pieces that she lovingly calls creatures. Inspired by the ocean that is her home, fluidity, moving substances, the creatures are made mostly of recycled sterling silver, and sometimes brass or bronze. As a nomad, she creates wherever she is in the world, as long as she carries her tools, she can settle ephemeral ateliers where the magic happens.Material: Recycled Sterling Silver.
Size: 7 US.
Dispatch time: Within 3-4 days of order placement.
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
@maelisbekkouche
"
8926,8926,https://ap0cene.com/collections/maelis-bekkouche/products/vagus-earring,"
Maëlis Bekkouche creates unique handmade pieces that she lovingly calls creatures. Inspired by the ocean that is her home, fluidity, moving substances, the creatures are made mostly of recycled sterling silver, and sometimes brass or bronze. As a nomad, she creates wherever she is in the world, as long as she carries her tools, she can settle ephemeral ateliers where the magic happens.Material: Recycled Sterling Silver.
Dispatch time: Within 3-4 days of order placement.
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
@maelisbekkouche
"
8935,8935,https://ap0cene.com/collections/mercy-x-mankind/products/skull-face-mask,"
All over signature printed open-back breathable face mask inspired by classical artworks. Dye cut holes at mouth for respiration. Unisex. Can accommodate longer hair styles for both males and females. Painting: “Skull” (1887) by Vincent Van Gogh. Made in New York.This item is handmade.Color: Green Material: Polyester Blend Details: One size Dispatch Time: 1-3 weeks Care Instructions: Dry clean, or machine wash inside out on low temp. In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @mercyxmankind

"
8960,8960,https://ap0cene.com/collections/mercy-x-mankind/products/rihla-x-t-shirt,"
Printed drop shoulder T- shirt featuring artwork by Leon Belly depicting a caravan of migrants traveling through the desert to the Holy City of Mecca.This item is handmade Color: White Material: 100% Polyester Details: Style strapping along front of chest. Fits true to size.
Dispatch Time: 1-2 weeks Care Instructions: Dry clean or machine wash on cold.


View Size Chart
 In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @mercyxmankind
 
"
8961,8961,https://ap0cene.com/collections/mercy-x-mankind/products/skull-slip-skirt,"
Single slit slip skirt with hand-printed Vincent Van Gogh artwork in center. Made and printed by hand in New York.This item is handmade. Color:  Ivory Material: 100% Polyester Details: Body contouring polyester stretch textile for comfortability and elastic band at waist.Dispatch Time: 1-2 weeks Care Instructions: D Dry clean or machine wash on cold. 
Size: Model is 5'9 wearing size XS/S.
 In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @mercyxmankind

"
8986,8986,https://ap0cene.com/collections/mercy-x-mankind/products/unisex-dystopian-forest-puffer-vest,"
            Graphic puffer vest depicting inverted image of forest inspired by a reflection on the future of earth's inevitable demise by humanity. Filled by hand with alternative-down filling. Slightly cropped fit. True to size. This item is handmade-to-order, expect additional processing time.Color: Blue Material: Cotton Blend Details: Slightly cropped fit. True to size. Dispatch Time: 1-3 weeks Care Instructions: Dry clean, or machine wash inside out on low temp Size: Model is 5'9"" wearing size M. @mercyxmankind

"
9011,9011,https://ap0cene.com/collections/mercy-x-mankind/products/leather-moto-gloves-orange,"
            Unisex leather motorcycle gloves featuring adjustable wrist strap and logo print.  Artisanally made in PakistanThis item is handmade.Color: Orange Material: 100% Leather Details: Adjustable wrist strap.Dispatch Time: 2-5 days Care Instructions: Condition as needed. In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @mercyxmankind

"
9027,9027,https://ap0cene.com/collections/mercy-x-mankind/products/inverted-man-face-mask,"
All over signature printed open-back breathable face mask inspired by classical artworks. Dye cut holes at mouth for respiration.  Unisex. Can accommodate longer hair styles for both males and females. Painting: “Head of an African man wearing a Turban” (1609) by Peter Paul Rubens. Made in New York. This item is handmade.Color: Blue Material: Polyester Blend Details: One size Dispatch Time: 1-3 weeks Care Instructions: Dry clean, or machine wash inside out on low temp. In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @mercyxmankind

"
